"ARREST_KEY","ARREST_DATE","PD_CD","PD_DESC","KY_CD","OFNS_DESC","LAW_CODE","LAW_CAT_CD","ARREST_BORO","ARREST_PRECINCT","JURISDICTION_CODE","AGE_GROUP","PERP_SEX","PERP_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lon_Lat"
"292125359","08/22/2024","616","LOITERING,TRANSPORTATION FACIL","672","LOITERING","PL 2403506","V","M","18","1","45-64","M","ASIAN / PACIFIC ISLANDER","989780","218177","40.76552011224","-73.98003670045","POINT (-73.98003670045068 40.765520112238185)"
"290712577","07/26/2024","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","25-44","M","WHITE HISPANIC","1001487","232707","40.805388","-73.937736","POINT (-73.937736 40.805388)"
"284867197","04/05/2024","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","B","46","0","25-44","M","BLACK HISPANIC","1008225","250623","40.854545","-73.913334","POINT (-73.913334 40.854545)"
"284867205","04/05/2024","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","B","46","0","25-44","M","BLACK HISPANIC","1008225","250623","40.854545","-73.913334","POINT (-73.913334 40.854545)"
"284739174","04/03/2024","616","LOITERING,TRANSPORTATION FACIL","672","LOITERING","PL 2403506","V","B","52","1","25-44","M","WHITE HISPANIC","1011612","253618","40.86275507176","-73.90107874095","POINT (-73.90107874094647 40.86275507175744)"
"254299631","11/17/2022","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","81","0","45-64","M","BLACK","1001808","191101","40.691189","-73.936685","POINT (-73.936685 40.691189)"
"252251030","10/08/2022","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","90","0","45-64","M","BLACK","1001428","195651","40.703679","-73.938044","POINT (-73.938044 40.703679)"
"250794444","09/08/2022","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","62","0","45-64","M","ASIAN / PACIFIC ISLANDER","984401","161498","40.60995103","-73.99945616","POINT (-73.99945616 40.60995103)"
"249289514","08/09/2022","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","81","0","25-44","M","BLACK","1001963","186901","40.679662","-73.936135","POINT (-73.936135 40.679662)"
"247129355","06/24/2022","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","94","0","25-44","M","WHITE","1000804","200664","40.717439","-73.940281","POINT (-73.940281 40.717439)"
"245696317","05/26/2022","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","84","0","25-44","M","BLACK","987914","191469","40.692214","-73.986786","POINT (-73.986786 40.692214)"
"244033213","04/22/2022","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","B","47","0","25-44","M","BLACK","1022013","259442","40.878703","-73.86344","POINT (-73.86344 40.878703)"
"235024270","10/15/2021","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","81","0","45-64","M","BLACK","1001788","191235","40.691563511","-73.936759475","POINT (-73.93675947499997 40.69156351100002)"
"232092049","08/11/2021","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","81","0","45-64","M","BLACK","1003656","187150","40.680347223","-73.930035241","POINT (-73.93003524099998 40.68034722300007)"
"228645579","05/25/2021","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","81","0","25-44","M","BLACK","1001486","192008","40.69368581","-73.937846508","POINT (-73.93784650799995 40.693685810000034)"
"227613617","05/01/2021","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","81","0","18-24","M","BLACK","1002316","190495","40.689531319","-73.934857494","POINT (-73.93485749399997 40.689531319000025)"
"227573440","04/30/2021","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","81","0","25-44","M","BLACK","1006313","188918","40.685193755","-73.920449935","POINT (-73.92044993499997 40.68519375500005)"
"212608817","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","18-24","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212611849","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","18-24","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212609719","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","25-44","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212611679","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","25-44","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212609725","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","18-24","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212608816","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","25-44","M","BLACK HISPANIC","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212611680","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","25-44","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212611850","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","18-24","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212611851","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","18-24","M","BLACK HISPANIC","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212608819","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","25-44","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212609718","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","25-44","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"212608820","05/02/2020","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","25","0","18-24","M","BLACK","1000344","230603","40.79962153","-73.941872335","POINT (-73.94187233499997 40.79962153000002)"
"206084948","12/06/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","25-44","F","BLACK","1014552","177721","40.65443614","-73.890793322","POINT (-73.89079332199998 40.65443614000003)"
"206084947","12/06/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","25-44","F","BLACK","1014552","177721","40.65443614","-73.890793322","POINT (-73.89079332199998 40.65443614000003)"
"204431665","10/31/2019","604","LOITERING 1ST DEGREE FOR DRUG","360","LOITERING FOR DRUG PURPOSES","PL 2403600","M","M","14","0","45-64","M","BLACK","987695","213174","40.75179748","-73.987567559","POINT (-73.98756755899996 40.75179748000005)"
"204230613","10/25/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","69","0","25-44","M","BLACK","1015009","170301","40.634068275","-73.88918013","POINT (-73.88918012999994 40.63406827500006)"
"204230763","10/25/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","69","0","25-44","M","BLACK","1015009","170301","40.634068275","-73.88918013","POINT (-73.88918012999994 40.63406827500006)"
"204230615","10/25/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","69","0","18-24","M","BLACK","1015009","170301","40.634068275","-73.88918013","POINT (-73.88918012999994 40.63406827500006)"
"204230620","10/25/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","69","0","45-64","M","BLACK","1015009","170301","40.634068275","-73.88918013","POINT (-73.88918012999994 40.63406827500006)"
"204230619","10/25/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","69","0","25-44","M","BLACK","1015009","170301","40.634068275","-73.88918013","POINT (-73.88918012999994 40.63406827500006)"
"203501325","10/09/2019","604","LOITERING 1ST DEGREE FOR DRUG","360","LOITERING FOR DRUG PURPOSES","PL 2403600","M","M","14","0","25-44","M","BLACK HISPANIC","989080","210889","40.745525081","-73.982570379","POINT (-73.98257037899998 40.74552508100004)"
"203206642","10/03/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","Q","101","0","45-64","M","BLACK","1044122","155673","40.593768616","-73.7844192","POINT (-73.78441919999995 40.593768616000034)"
"203206639","10/03/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","Q","101","0","25-44","M","BLACK","1044122","155673","40.593768616","-73.7844192","POINT (-73.78441919999995 40.593768616000034)"
"202719997","09/21/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","25-44","F","BLACK","1014471","178389","40.656269929","-73.891082252","POINT (-73.89108225199993 40.656269929000075)"
"202719995","09/21/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","25-44","F","BLACK","1014471","178389","40.656269929","-73.891082252","POINT (-73.89108225199993 40.656269929000075)"
"201920700","09/03/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","B","40","2","18-24","M","BLACK","1007373","232752","40.805504347","-73.916477252","POINT (-73.91647725199994 40.80550434700007)"
"201920689","09/03/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","B","40","2","18-24","M","BLACK","1007373","232752","40.805504347","-73.916477252","POINT (-73.91647725199994 40.80550434700007)"
"201754497","08/29/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","71","0","45-64","M","BLACK","1000560","179992","40.66070636","-73.941214844","POINT (-73.94121484399994 40.66070636000006)"
"201430339","08/21/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","103","0","25-44","F","BLACK HISPANIC","1039378","192669","40.695345187","-73.80119863","POINT (-73.80119862999999 40.69534518700004)"
"200458242","07/31/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037B2","M","Q","103","0","25-44","F","BLACK","1039125","192380","40.694553524","-73.80211335","POINT (-73.80211334999996 40.69455352400007)"
"200457995","07/30/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037B2","M","Q","103","0","25-44","F","BLACK","1039125","192380","40.694553524","-73.80211335","POINT (-73.80211334999996 40.69455352400007)"
"200457996","07/30/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037B2","M","Q","103","0","18-24","F","BLACK","1039125","192380","40.694553524","-73.80211335","POINT (-73.80211334999996 40.69455352400007)"
"200000760","07/20/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","18-24","F","WHITE","1014552","177721","40.65443614","-73.890793322","POINT (-73.89079332199998 40.65443614000003)"
"199999099","07/20/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","18-24","F","BLACK","1014552","177721","40.65443614","-73.890793322","POINT (-73.89079332199998 40.65443614000003)"
"199988587","07/19/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 2403703","M","K","72","0","45-64","F","WHITE HISPANIC","977764","173499","40.642897128","-74.023372877","POINT (-74.02337287699999 40.64289712800007)"
"199077267","06/29/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","103","0","25-44","F","BLACK","1040610","191221","40.691363012","-73.796767917","POINT (-73.79676791699995 40.69136301200007)"
"198942419","06/26/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","110","0","25-44","F","WHITE HISPANIC","1015768","211592","40.747399795","-73.886252366","POINT (-73.88625236599995 40.747399795000035)"
"198853494","06/23/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","K","69","0","25-44","M","BLACK","1015009","170301","40.634068275","-73.88918013","POINT (-73.88918012999994 40.63406827500006)"
"197941081","06/02/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","28","0","25-44","M","BLACK","996530","233165","40.80665964","-73.955643243","POINT (-73.95564324299994 40.80665964000008)"
"197941083","06/02/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","M","28","0","18-24","M","BLACK","996530","233165","40.80665964","-73.955643243","POINT (-73.95564324299994 40.80665964000008)"
"197525446","05/23/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","F","WHITE","1016101","212030","40.7486008","-73.885048489","POINT (-73.88504848899998 40.74860080000008)"
"197423171","05/21/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","113","0","18-24","F","BLACK","1041407","189383","40.686313026","-73.793909548","POINT (-73.79390954799999 40.68631302600005)"
"197333514","05/18/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","F","WHITE HISPANIC","1015639","211574","40.747350848","-73.886718013","POINT (-73.88671801299995 40.74735084800005)"
"197249286","05/16/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","113","0","25-44","F","BLACK","1040611","190715","40.689974155","-73.796768544","POINT (-73.79676854399997 40.68997415500007)"
"196792320","05/04/2019","610","LOITERING,GAMBLING,OTHER","571","LOITERING/GAMBLING (CARDS, DIC","PL 2403502","V","B","41","0","25-44","M","WHITE HISPANIC","1014985","237377","40.818175478","-73.888960266","POINT (-73.88896026599997 40.81817547800006)"
"196723665","05/02/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","110","0","25-44","F","WHITE HISPANIC","1015381","211538","40.747252949","-73.887649304","POINT (-73.88764930399998 40.74725294900003)"
"196229751","04/20/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","110","0","25-44","F","WHITE HISPANIC","1015639","211574","40.747350848","-73.886718013","POINT (-73.88671801299995 40.74735084800005)"
"195895151","04/12/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","110","0","25-44","F","WHITE HISPANIC","1015896","211610","40.747448743","-73.885790327","POINT (-73.88579032699994 40.747448743000064)"
"195804963","04/10/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 2403703","M","K","75","0","18-24","F","BLACK","1015058","177354","40.65342706","-73.888971381","POINT (-73.88897138099998 40.65342706000007)"
"195342466","03/30/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","113","0","18-24","F","BLACK","1040611","190715","40.689974155","-73.796768544","POINT (-73.79676854399997 40.68997415500007)"
"195255070","03/28/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","F","BLACK HISPANIC","1014848","211462","40.747046209","-73.889573251","POINT (-73.88957325099994 40.747046209000075)"
"194775568","03/16/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","18-24","F","BLACK","1015004","177978","40.65513999","-73.889163148","POINT (-73.88916314799997 40.655139990000066)"
"194775565","03/16/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","18-24","F","BLACK","1015004","177978","40.65513999","-73.889163148","POINT (-73.88916314799997 40.655139990000066)"
"194779419","03/16/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","18-24","F","WHITE HISPANIC","1014698","178519","40.656625973","-73.890263537","POINT (-73.89026353699995 40.656625973000075)"
"194626037","03/13/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","F","WHITE HISPANIC","1016305","212450","40.749752857","-73.884310235","POINT (-73.88431023499999 40.74975285700003)"
"194469240","03/09/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","108","0","25-44","F","BLACK","1013025","210880","40.745454885","-73.896154944","POINT (-73.89615494399999 40.74545488500007)"
"194479417","03/09/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037B2","M","K","75","0","18-24","F","BLACK","1015397","177876","40.654858649","-73.887747237","POINT (-73.88774723699999 40.65485864900006)"
"193749541","02/19/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","18-24","F","BLACK","1014584","178454","40.656447954","-73.890674698","POINT (-73.89067469799994 40.65644795400004)"
"193641453","02/16/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","F","WHITE HISPANIC","1019827","212159","40.748940668","-73.871600375","POINT (-73.87160037499996 40.748940668000046)"
"193065652","02/02/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","F","WHITE HISPANIC","1018987","212042","40.748622872","-73.874632622","POINT (-73.87463262199998 40.748622872000055)"
"192684174","01/24/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","103","0","25-44","F","BLACK","1038818","190730","40.690026563","-73.803233803","POINT (-73.80323380299996 40.69002656300006)"
"191999801","01/08/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 2403703","M","Q","113","0","45-64","F","BLACK","1041338","189910","40.687759962","-73.794153876","POINT (-73.79415387599994 40.68775996200003)"
"191791396","01/03/2019","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","M","WHITE HISPANIC","1019201","212389","40.749574456","-73.873858475","POINT (-73.87385847499996 40.74957445600006)"
"191561761","12/27/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","113","0","25-44","F","BLACK","1040796","190466","40.68928953","-73.796103542","POINT (-73.79610354199998 40.689289530000046)"
"191551128","12/26/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 2403703","M","Q","103","0","45-64","F","BLACK","1036984","193382","40.697316791","-73.809826272","POINT (-73.80982627199995 40.69731679100005)"
"191329018","12/19/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 2403703","M","K","72","0","45-64","F","WHITE HISPANIC","978694","173458","40.642785225","-74.020021713","POINT (-74.02002171299995 40.64278522500007)"
"191194378","12/16/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","F","WHITE HISPANIC","1022419","212887","40.750928034","-73.862241462","POINT (-73.86224146199999 40.750928034000026)"
"191036461","12/12/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","110","0","18-24","F","WHITE HISPANIC","1016436","211012","40.745805435","-73.883844319","POINT (-73.88384431899993 40.74580543500008)"
"191046544","12/12/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","103","0","25-44","F","BLACK","1040325","191194","40.691290713","-73.797795845","POINT (-73.79779584499995 40.69129071300006)"
"190924734","12/09/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","M","WHITE HISPANIC","1019613","212129","40.748859184","-73.872372879","POINT (-73.87237287899995 40.748859184000025)"
"190856471","12/07/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","113","0","25-44","F","BLACK","1040611","190715","40.689974155","-73.796768544","POINT (-73.79676854399997 40.68997415500007)"
"190852830","12/07/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","18-24","F","WHITE HISPANIC","1018731","212005","40.748522318","-73.875556737","POINT (-73.87555673699995 40.74852231800003)"
"190802456","12/06/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","M","WHITE HISPANIC","1019245","212080","40.748726155","-73.873701282","POINT (-73.87370128199996 40.748726155000035)"
"190609377","12/01/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","25-44","F","BLACK","1014778","177850","40.65478944","-73.889978237","POINT (-73.889978237 40.65478944000005)"
"190466462","11/28/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 2403703","M","K","75","0","25-44","F","BLACK","1012105","183880","40.67134926","-73.899586835","POINT (-73.89958683499998 40.67134926000005)"
"190470470","11/28/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","113","0","25-44","F","BLACK","1040611","190715","40.689974155","-73.796768544","POINT (-73.79676854399997 40.68997415500007)"
"190279646","11/22/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","M","WHITE HISPANIC","1019245","212080","40.748726155","-73.873701282","POINT (-73.87370128199996 40.748726155000035)"
"190101702","11/17/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037B2","M","K","75","0","25-44","F","BLACK","1014245","178261","40.655919367","-73.891897344","POINT (-73.89189734399997 40.65591936700008)"
"190101700","11/17/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","18-24","F","BLACK","1014245","178261","40.655919367","-73.891897344","POINT (-73.89189734399997 40.65591936700008)"
"189813006","11/10/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","M","WHITE HISPANIC","1019245","212080","40.748726155","-73.873701282","POINT (-73.87370128199996 40.748726155000035)"
"189812279","11/10/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","115","0","25-44","M","WHITE HISPANIC","1019894","212168","40.7489651","-73.871358518","POINT (-73.87135851799998 40.74896510000008)"
"189524529","11/03/2018","604","LOITERING 1ST DEGREE FOR DRUG PURPOSES","360","LOITERING FOR DRUG PURPOSES","PL 2403600","M","B","44","0","25-44","M","BLACK","1009122","244346","40.837321839","-73.9101166","POINT (-73.91011659999998 40.837321839000026)"
"189478100","11/02/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","110","0","25-44","F","BLACK","1016669","211718","40.747742375","-73.883000035","POINT (-73.88300003499995 40.74774237500004)"
"189429099","10/31/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","B","41","0","25-44","F","BLACK","1014230","236561","40.815938383","-73.891691615","POINT (-73.89169161499996 40.81593838300005)"
"189285104","10/27/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","25-44","F","BLACK","1014471","178389","40.656269929","-73.891082252","POINT (-73.89108225199995 40.656269929000075)"
"189136811","10/24/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","Q","110","0","25-44","F","WHITE HISPANIC","1015639","211574","40.747350848","-73.886718013","POINT (-73.88671801299995 40.747350848000046)"
"189004977","10/20/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037M2","M","K","75","0","18-24","F","WHITE HISPANIC","1015058","177354","40.65342706","-73.888971381","POINT (-73.88897138099996 40.65342706000007)"
"188997998","10/20/2018","617","LOITERING FOR PROSTITUTION OR TO PATRONIZE","356","PROSTITUTION & RELATED OFFENSES","PL 24037B2","M","Q","110","0","25-44","M","BLACK HISPANIC","1016558","211238","40.746425304","-73.883402944","POINT (-73.88340294399995 40.74642530400007)"
